stock_item_key,stock_item,color,selling_package,buying_package,size_val,lead_time_days,quantity_per_outer,is_chiller_stock,tax_rate,unit_price,recommended_retail_price,typical_weight_per_unit,tk_stock_item,_version,date_from,date_to,recommended_retail_Price,typical_Weight_Per_Unit
32,3 kg Courier post bag (White) 300x190x95mm,Unknown,Each,Each,300x190x95mm,14,25,False,14.000,.66,0.99,0.1,13339,2,2021-11-20,2199-12-31,.99,.100
33,Express post box 5kg (White) 350x280x130mm,Red,Each,Each,350x280x130mm,14,25,False,14.000,.95,1.42,0.2,13358,2,2021-11-20,2199-12-31,1.42,.200
34,Shipping carton (Brown) 457x457x457mm,Unknown,Each,Each,457x457x457mm,14,25,False,14.000,2.10,3.14,0.4,13377,2,2021-11-20,2199-12-31,3.14,.400
35,Shipping carton (Brown) 356x356x279mm,Red,Each,Each,356x356x279mm,14,25,False,14.000,2.04,3.05,0.3,13396,2,2021-11-20,2199-12-31,3.05,.300
36,Shipping carton (Brown) 305x305x305mm,Red,Each,Each,305x305x305mm,14,25,False,14.000,3.50,5.23,0.3,13415,2,2021-11-20,2199-12-31,5.23,.300
37,Shipping carton (Brown) 480x270x320mm,Red,Each,Each,480x270x320mm,14,25,False,14.000,2.74,4.1,0.4,13434,2,2021-11-20,2199-12-31,4.10,.400
38,Shipping carton (Brown) 457x279x279mm,Red,Each,Each,457x279x279mm,14,25,False,14.000,1.28,1.91,0.4,13453,2,2021-11-20,2199-12-31,1.91,.400
39,Shipping carton (Brown) 356x229x229mm,Red,Each,Each,356x229x229mm,14,25,False,14.000,1.14,1.7,0.4,13472,2,2021-11-20,2199-12-31,1.70,.400
40,Shipping carton (Brown) 279x254x217mm,Red,Each,Each,279x254x217mm,14,25,False,14.000,1.11,1.66,0.3,13491,2,2021-11-20,2199-12-31,1.66,.300
41,Shipping carton (Brown) 229x229x229mm,Unknown,Each,Each,229x229x229mm,14,25,False,14.000,1.05,1.57,0.3,13510,2,2021-11-20,2199-12-31,1.57,.300
42,Shipping carton (Brown) 500x310x310mm,Unknown,Each,Each,500x310x310mm,14,25,False,14.000,2.55,3.81,0.4,13529,2,2021-11-20,2199-12-31,3.81,.400
43,Shipping carton (Brown) 413x285x187mm,Unknown,Each,Each,413x285x187mm,14,25,False,14.000,1.05,1.57,0.3,13548,2,2021-11-20,2199-12-31,1.57,.300
44,Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,1.5m,14,1,False,14.000,240.00,358.8,10.0,13567,2,2021-11-20,2199-12-31,358.80,10.000
45,Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,1.5m,14,1,False,14.000,240.00,358.8,10.0,13586,2,2021-11-20,2199-12-31,358.80,10.000
46,Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,1.5m,14,1,False,14.000,240.00,358.8,10.0,13605,2,2021-11-20,2199-12-31,358.80,10.000
47,32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,False,14.000,105.00,156.98,10.0,13624,2,2021-11-20,2199-12-31,156.98,10.000
48,32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,False,14.000,48.00,71.76,6.0,13643,2,2021-11-20,2199-12-31,71.76,6.000
49,32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,False,14.000,32.00,47.84,5.0,13662,2,2021-11-20,2199-12-31,47.84,5.000
50,20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,False,14.000,102.00,152.49,10.0,13681,2,2021-11-20,2199-12-31,152.49,10.000
51,20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,False,14.000,45.00,67.28,6.0,13700,2,2021-11-20,2199-12-31,67.28,6.000
52,20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,False,14.000,29.00,43.36,5.0,13719,2,2021-11-20,2199-12-31,43.36,5.000
53,10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,False,14.000,99.00,148.01,10.0,13738,2,2021-11-20,2199-12-31,148.01,10.000
54,10 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,False,14.000,42.00,62.79,6.0,13757,2,2021-11-20,2199-12-31,62.79,6.000
55,10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,False,14.000,26.00,38.87,5.0,13776,2,2021-11-20,2199-12-31,38.87,5.000
56,32 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,False,14.000,112.00,167.44,10.0,13795,2,2021-11-20,2199-12-31,167.44,10.000
57,32 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,False,14.000,37.00,55.32,6.0,13814,2,2021-11-20,2199-12-31,55.32,6.000
58,32 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,False,14.000,22.00,32.89,5.0,13833,2,2021-11-20,2199-12-31,32.89,5.000
59,20 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,False,14.000,108.00,161.46,10.0,13852,2,2021-11-20,2199-12-31,161.46,10.000
60,20 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,False,14.000,33.00,49.34,6.0,13871,2,2021-11-20,2199-12-31,49.34,6.000
61,20 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,False,14.000,18.00,26.91,5.0,13890,2,2021-11-20,2199-12-31,26.91,5.000
62,10 mm Double sided bubble wrap 50m,Green,Each,Each,50m,14,10,False,14.000,105.00,156.98,10.0,13909,2,2021-11-20,2199-12-31,156.98,10.000
63,10 mm Double sided bubble wrap 20m,Green,Each,Each,20m,14,10,False,14.000,30.00,44.85,6.0,13928,2,2021-11-20,2199-12-31,44.85,6.000
64,10 mm Double sided bubble wrap 10m,Green,Each,Each,10m,14,10,False,14.000,15.00,22.43,5.0,13947,2,2021-11-20,2199-12-31,22.43,5.000
65,Large sized bubblewrap roll 50m,Green,Each,Each,50m,14,10,False,14.000,24.00,35.88,10.0,13966,2,2021-11-20,2199-12-31,35.88,10.000
66,Medium sized bubblewrap roll 20m,Green,Each,Each,20m,14,10,False,14.000,20.00,29.9,6.0,13985,2,2021-11-20,2199-12-31,29.90,6.000
67,Small sized bubblewrap roll 10m,Green,Each,Each,10m,14,10,False,14.000,4.50,6.73,5.0,14004,2,2021-11-20,2199-12-31,6.73,5.000
68,Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,14023,2,2021-11-20,2199-12-31,23.92,.250
69,Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,14042,2,2021-11-20,2199-12-31,23.92,.250
70,Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,14061,2,2021-11-20,2199-12-31,23.92,.250
71,Halloween skull mask (Gray) XL,Gray,Each,Carton,XL,12,12,False,12.000,18.00,26.91,0.3,14080,2,2021-11-20,2199-12-31,26.91,.300
72,Halloween skull mask (Gray) L,Gray,Each,Carton,L,12,12,False,12.000,18.00,26.91,0.3,14099,2,2021-11-20,2199-12-31,26.91,.300
73,Halloween skull mask (Gray) M,Gray,Each,Carton,M,12,12,False,12.000,18.00,26.91,0.3,14118,2,2021-11-20,2199-12-31,26.91,.300
74,Halloween skull mask (Gray) S,Gray,Each,Carton,S,12,12,False,12.000,18.00,26.91,0.3,14137,2,2021-11-20,2199-12-31,26.91,.300
75,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,False,12.000,18.00,26.91,0.3,14156,2,2021-11-20,2199-12-31,26.91,.300
76,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,False,12.000,18.00,26.91,0.3,14175,2,2021-11-20,2199-12-31,26.91,.300
77,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,False,12.000,18.00,26.91,0.3,14194,2,2021-11-20,2199-12-31,26.91,.300
78,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,False,12.000,18.00,26.91,0.3,14213,2,2021-11-20,2199-12-31,26.91,.300
79,Furry animal socks (Pink) XL,Unknown,Pair,Packet,XL,12,12,False,12.000,5.00,7.48,0.1,14232,2,2021-11-20,2199-12-31,7.48,.100
80,Furry animal socks (Pink) L,Unknown,Pair,Packet,L,12,12,False,12.000,5.00,7.48,0.1,14251,2,2021-11-20,2199-12-31,7.48,.100
81,Furry animal socks (Pink) M,Yellow,Pair,Packet,M,12,12,False,12.000,5.00,7.48,0.1,14270,2,2021-11-20,2199-12-31,7.48,.100
82,Furry animal socks (Pink) S,Yellow,Pair,Packet,S,12,12,False,12.000,5.00,7.48,0.1,14289,2,2021-11-20,2199-12-31,7.48,.100
83,Animal with big feet slippers (Brown) XL,Yellow,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,14308,2,2021-11-20,2199-12-31,47.84,.400
84,Animal with big feet slippers (Brown) L,Yellow,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,14327,2,2021-11-20,2199-12-31,47.84,.350
85,Animal with big feet slippers (Brown) M,Yellow,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,14346,2,2021-11-20,2199-12-31,47.84,.350
86,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,14365,2,2021-11-20,2199-12-31,47.84,.350
87,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,14384,2,2021-11-20,2199-12-31,47.84,.400
88,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,14403,2,2021-11-20,2199-12-31,47.84,.350
89,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,14422,2,2021-11-20,2199-12-31,47.84,.350
90,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,14441,2,2021-11-20,2199-12-31,47.84,.350
91,Plush shark slippers (Gray) XL,Gray,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,14460,2,2021-11-20,2199-12-31,47.84,.400
92,Plush shark slippers (Gray) L,Gray,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,14479,2,2021-11-20,2199-12-31,47.84,.350
93,Plush shark slippers (Gray) M,Gray,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,14498,2,2021-11-20,2199-12-31,47.84,.350
94,Plush shark slippers (Gray) S,Gray,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,14517,2,2021-11-20,2199-12-31,47.84,.350
95,Ogre battery-powered slippers (Green) XL,Blue,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,14536,2,2021-11-20,2199-12-31,47.84,.400
96,Ogre battery-powered slippers (Green) L,Blue,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,14555,2,2021-11-20,2199-12-31,47.84,.350
97,Ogre battery-powered slippers (Green) M,Blue,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,14574,2,2021-11-20,2199-12-31,47.84,.350
98,Ogre battery-powered slippers (Green) S,Blue,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,14593,2,2021-11-20,2199-12-31,47.84,.350
99,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,14612,2,2021-11-20,2199-12-31,47.84,.400
100,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,14631,2,2021-11-20,2199-12-31,47.84,.350
101,Dinosaur battery-powered slippers (Green) M,Blue,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,14650,2,2021-11-20,2199-12-31,47.84,.350
102,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,14669,2,2021-11-20,2199-12-31,47.84,.350
103,Superhero action jacket (Blue) 5XL,Blue,Each,Each,5XL,12,1,False,12.000,34.00,50.83,0.4,14688,2,2021-11-20,2199-12-31,50.83,.400
104,Superhero action jacket (Blue) 4XL,Blue,Each,Each,4XL,12,1,False,12.000,34.00,50.83,0.4,14707,2,2021-11-20,2199-12-31,50.83,.400
105,Superhero action jacket (Blue) 3XL,Blue,Each,Each,3XL,12,1,False,12.000,34.00,50.83,0.4,14726,2,2021-11-20,2199-12-31,50.83,.400
106,Superhero action jacket (Blue) XXL,Blue,Each,Each,XXL,12,1,False,12.000,30.00,44.85,0.35,14745,2,2021-11-20,2199-12-31,44.85,.350
107,Superhero action jacket (Blue) XL,Blue,Each,Each,XL,12,1,False,12.000,30.00,44.85,0.35,14764,2,2021-11-20,2199-12-31,44.85,.350
108,Superhero action jacket (Blue) L,Blue,Each,Each,L,12,1,False,12.000,30.00,44.85,0.35,14783,2,2021-11-20,2199-12-31,44.85,.350
109,Superhero action jacket (Blue) M,Blue,Each,Each,M,12,1,False,12.000,30.00,44.85,0.35,14802,2,2021-11-20,2199-12-31,44.85,.350
110,Superhero action jacket (Blue) S,Blue,Each,Each,S,12,1,False,12.000,25.00,37.38,0.3,14821,2,2021-11-20,2199-12-31,37.38,.300
111,Superhero action jacket (Blue) XS,Blue,Each,Each,XS,12,1,False,12.000,25.00,37.38,0.3,14840,2,2021-11-20,2199-12-31,37.38,.300
112,Superhero action jacket (Blue) XXS,Blue,Each,Each,XXS,12,1,False,12.000,25.00,37.38,0.3,14859,2,2021-11-20,2199-12-31,37.38,.300
113,Superhero action jacket (Blue) 3XS,Blue,Each,Each,3XS,12,1,False,12.000,25.00,37.38,0.3,14878,2,2021-11-20,2199-12-31,37.38,.300
114,Alien officer hoodie (Black) 5XL,Black,Each,Each,5XL,12,1,False,12.000,35.00,52.33,0.4,14897,2,2021-11-20,2199-12-31,52.33,.400
115,Alien officer hoodie (Black) 4XL,Black,Each,Each,4XL,12,1,False,12.000,35.00,52.33,0.4,14916,2,2021-11-20,2199-12-31,52.33,.400
116,Alien officer hoodie (Black) 3XL,Black,Each,Each,3XL,12,1,False,12.000,35.00,52.33,0.4,14935,2,2021-11-20,2199-12-31,52.33,.400
117,Alien officer hoodie (Black) XXL,Black,Each,Each,XXL,12,1,False,12.000,35.00,52.33,0.4,14954,2,2021-11-20,2199-12-31,52.33,.400
118,Alien officer hoodie (Black) XL,Black,Each,Each,XL,12,1,False,12.000,35.00,52.33,0.4,14973,2,2021-11-20,2199-12-31,52.33,.400
119,The Gu red shirt XML tag t-shirt (Black) 7XL,Black,Each,Carton,7XL,7,12,False,7.000,18.00,26.91,0.45,14992,2,2021-11-20,2199-12-31,26.91,.450
120,The Gu red shirt XML tag t-shirt (Black) 6XL,Black,Each,Carton,6XL,7,12,False,7.000,18.00,26.91,0.4,15011,2,2021-11-20,2199-12-31,26.91,.400
121,The Gu red shirt XML tag t-shirt (Black) 5XL,Black,Each,Carton,5XL,7,12,False,7.000,18.00,26.91,0.4,15030,2,2021-11-20,2199-12-31,26.91,.400
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Black,Each,Carton,4XL,7,12,False,7.000,18.00,26.91,0.4,15049,2,2021-11-20,2199-12-31,26.91,.400
123,The Gu red shirt XML tag t-shirt (Black) 3XL,Black,Each,Carton,3XL,7,12,False,7.000,18.00,26.91,0.4,15068,2,2021-11-20,2199-12-31,26.91,.400
124,The Gu red shirt XML tag t-shirt (Black) XXL,Black,Each,Carton,XXL,7,12,False,7.000,18.00,26.91,0.4,15087,2,2021-11-20,2199-12-31,26.91,.400
125,The Gu red shirt XML tag t-shirt (Black) XL,Black,Each,Carton,XL,7,12,False,7.000,18.00,26.91,0.35,15106,2,2021-11-20,2199-12-31,26.91,.350
126,The Gu red shirt XML tag t-shirt (Black) L,Black,Each,Carton,L,7,12,False,7.000,18.00,26.91,0.35,15125,2,2021-11-20,2199-12-31,26.91,.350
127,The Gu red shirt XML tag t-shirt (Black) M,Black,Each,Carton,M,7,12,False,7.000,18.00,26.91,0.35,15144,2,2021-11-20,2199-12-31,26.91,.350
128,The Gu red shirt XML tag t-shirt (Black) S,Black,Each,Carton,S,7,12,False,7.000,18.00,26.91,0.3,15163,2,2021-11-20,2199-12-31,26.91,.300
129,The Gu red shirt XML tag t-shirt (Black) XS,Black,Each,Carton,XS,7,12,False,7.000,18.00,26.91,0.25,15182,2,2021-11-20,2199-12-31,26.91,.250
130,The Gu red shirt XML tag t-shirt (Black) XXS,Black,Each,Carton,XXS,7,12,False,7.000,18.00,26.91,0.25,15201,2,2021-11-20,2199-12-31,26.91,.250
131,The Gu red shirt XML tag t-shirt (Black) 3XS,Black,Each,Carton,3XS,7,12,False,7.000,18.00,26.91,0.25,15220,2,2021-11-20,2199-12-31,26.91,.250
132,The Gu red shirt XML tag t-shirt (White) 7XL,White,Each,Carton,7XL,7,12,False,7.000,18.00,26.91,0.45,15239,2,2021-11-20,2199-12-31,26.91,.450
133,The Gu red shirt XML tag t-shirt (White) 6XL,White,Each,Carton,6XL,7,12,False,7.000,18.00,26.91,0.4,15258,2,2021-11-20,2199-12-31,26.91,.400
134,The Gu red shirt XML tag t-shirt (White) 5XL,White,Each,Carton,5XL,7,12,False,7.000,18.00,26.91,0.4,15277,2,2021-11-20,2199-12-31,26.91,.400
135,The Gu red shirt XML tag t-shirt (White) 4XL,White,Each,Carton,4XL,7,12,False,7.000,18.00,26.91,0.4,15296,2,2021-11-20,2199-12-31,26.91,.400
136,The Gu red shirt XML tag t-shirt (White) 3XL,White,Each,Carton,3XL,7,12,False,7.000,18.00,26.91,0.4,15315,2,2021-11-20,2199-12-31,26.91,.400
137,The Gu red shirt XML tag t-shirt (White) XXL,White,Each,Carton,XXL,7,12,False,7.000,18.00,26.91,0.4,15334,2,2021-11-20,2199-12-31,26.91,.400
138,The Gu red shirt XML tag t-shirt (White) XL,White,Each,Carton,XL,7,12,False,7.000,18.00,26.91,0.35,15353,2,2021-11-20,2199-12-31,26.91,.350
139,The Gu red shirt XML tag t-shirt (White) L,White,Each,Carton,L,7,12,False,7.000,18.00,26.91,0.35,15372,2,2021-11-20,2199-12-31,26.91,.350
140,The Gu red shirt XML tag t-shirt (White) M,White,Each,Carton,M,7,12,False,7.000,18.00,26.91,0.35,15391,2,2021-11-20,2199-12-31,26.91,.350
141,The Gu red shirt XML tag t-shirt (White) S,White,Each,Carton,S,7,12,False,7.000,18.00,26.91,0.3,15410,2,2021-11-20,2199-12-31,26.91,.300
142,The Gu red shirt XML tag t-shirt (White) XS,White,Each,Carton,XS,7,12,False,7.000,18.00,26.91,0.25,15429,2,2021-11-20,2199-12-31,26.91,.250
143,The Gu red shirt XML tag t-shirt (White) XXS,White,Each,Carton,XXS,7,12,False,7.000,18.00,26.91,0.25,15448,2,2021-11-20,2199-12-31,26.91,.250
144,The Gu red shirt XML tag t-shirt (White) 3XS,White,Each,Carton,3XS,7,12,False,7.000,18.00,26.91,0.25,15467,2,2021-11-20,2199-12-31,26.91,.250
145,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,345.00,515.78,21.0,15486,2,2021-11-20,2199-12-31,515.78,21.000
146,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,15505,2,2021-11-20,2199-12-31,426.08,18.000
147,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,15524,2,2021-11-20,2199-12-31,426.08,18.000
148,Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,15543,2,2021-11-20,2199-12-31,343.85,15.000
149,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,15562,2,2021-11-20,2199-12-31,343.85,15.000
150,Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,15581,2,2021-11-20,2199-12-31,343.85,15.000
151,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,15600,2,2021-11-20,2199-12-31,343.85,15.000
152,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,15619,2,2021-11-20,2199-12-31,343.85,15.000
153,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,15638,2,2021-11-20,2199-12-31,343.85,15.000
154,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,45.00,67.28,1.8,15657,2,2021-11-20,2199-12-31,67.28,1.800
155,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,15676,2,2021-11-20,2199-12-31,44.85,1.700
156,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,15695,2,2021-11-20,2199-12-31,44.85,1.700
157,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,15714,2,2021-11-20,2199-12-31,37.38,1.500
158,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,15733,2,2021-11-20,2199-12-31,37.38,1.500
159,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,15752,2,2021-11-20,2199-12-31,37.38,1.500
160,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,15771,2,2021-11-20,2199-12-31,37.38,1.500
161,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,15790,2,2021-11-20,2199-12-31,37.38,1.500
162,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,15809,2,2021-11-20,2199-12-31,37.38,1.500
163,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15828,2,2021-11-20,2199-12-31,19.44,.150
164,IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15847,2,2021-11-20,2199-12-31,19.44,.150
165,IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15866,2,2021-11-20,2199-12-31,19.44,.150
166,IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15885,2,2021-11-20,2199-12-31,19.44,.150
167,IT joke mug - keyboard not found � press F1 to continue (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15904,2,2021-11-20,2199-12-31,19.44,.150
168,IT joke mug - keyboard not found � press F1 to continue (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15923,2,2021-11-20,2199-12-31,19.44,.150
169,Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15942,2,2021-11-20,2199-12-31,19.44,.150
170,Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15961,2,2021-11-20,2199-12-31,19.44,.150
171,Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15980,2,2021-11-20,2199-12-31,19.44,.150
172,Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,15999,2,2021-11-20,2199-12-31,19.44,.150
173,Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16018,2,2021-11-20,2199-12-31,19.44,.150
174,Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16037,2,2021-11-20,2199-12-31,19.44,.150
175,Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16056,2,2021-11-20,2199-12-31,19.44,.150
176,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16075,2,2021-11-20,2199-12-31,19.44,.150
177,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16094,2,2021-11-20,2199-12-31,19.44,.150
178,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16113,2,2021-11-20,2199-12-31,19.44,.150
179,Developer joke mug - (hip- hip- array) (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16132,2,2021-11-20,2199-12-31,19.44,.150
180,Developer joke mug - (hip- hip- array) (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16151,2,2021-11-20,2199-12-31,19.44,.150
181,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16170,2,2021-11-20,2199-12-31,19.44,.150
182,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16189,2,2021-11-20,2199-12-31,19.44,.150
183,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16208,2,2021-11-20,2199-12-31,19.44,.150
184,Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16227,2,2021-11-20,2199-12-31,19.44,.150
185,Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16246,2,2021-11-20,2199-12-31,19.44,.150
186,Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16265,2,2021-11-20,2199-12-31,19.44,.150
187,Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16284,2,2021-11-20,2199-12-31,19.44,.150
188,Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16303,2,2021-11-20,2199-12-31,19.44,.150
189,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16322,2,2021-11-20,2199-12-31,19.44,.150
190,Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16341,2,2021-11-20,2199-12-31,19.44,.150
191,DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16360,2,2021-11-20,2199-12-31,19.44,.150
192,DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16379,2,2021-11-20,2199-12-31,19.44,.150
193,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16398,2,2021-11-20,2199-12-31,19.44,.150
194,DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,False,12.000,13.00,19.44,0.15,16417,2,2021-11-20,2199-12-31,19.44,.150
