Stock_Item,Color,Selling_Package,Buying_Package,Size_val,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit,tk_stock_item,_version,date_from,date_to
Air cushion machine (Blue),Gray,Each,Each,Unknown,20,1,False,"20,000","1899,00","2839,01",10.000,5,2,2021-11-21 02:28:05.774799,2199-12-31 00:00:00.000000
Air cushion film 200mmx200mm 325m,Unknown,Each,Each,325m,14,1,False,"14,000","90,00","134,55",6.000,6,2,2021-11-21 02:28:05.776727,2199-12-31 00:00:00.000000
Air cushion film 200mmx100mm 325m,Unknown,Each,Each,325m,14,1,False,"14,000","87,00","130,07",5.000,7,2,2021-11-21 02:28:05.778613,2199-12-31 00:00:00.000000
Large  replacement blades 18mm,Unknown,Each,Each,18mm,14,10,False,"14,000","4,30","6,43",.800,8,2,2021-11-21 02:28:05.780494,2199-12-31 00:00:00.000000
Small 9mm replacement blades 9mm,Unknown,Each,Each,9mm,14,10,False,"14,000","4,10","6,13",.700,9,2,2021-11-21 02:28:05.782369,2199-12-31 00:00:00.000000
Packing knife with metal insert blade (Yellow) 18mm,Unknown,Each,Each,18mm,14,5,False,"14,000","2,40","3,59",.500,10,2,2021-11-21 02:28:05.784274,2199-12-31 00:00:00.000000
Packing knife with metal insert blade (Yellow) 9mm,Blue,Each,Each,9mm,14,5,False,"14,000","1,89","2,83",.500,11,2,2021-11-21 02:28:05.786135,2199-12-31 00:00:00.000000
Permanent marker red 5mm nib (Red) 5mm,Blue,Each,Each,5mm,14,12,False,"14,000","2,70","4,04",.100,12,2,2021-11-21 02:28:05.788023,2199-12-31 00:00:00.000000
Permanent marker blue 5mm nib (Blue) 5mm,Blue,Each,Each,5mm,14,12,False,"14,000","2,70","4,04",.100,13,2,2021-11-21 02:28:05.790877,2199-12-31 00:00:00.000000
Permanent marker black 5mm nib (Black) 5mm,Blue,Each,Each,5mm,14,12,False,"14,000","2,70","4,04",.100,14,2,2021-11-21 02:28:05.793416,2199-12-31 00:00:00.000000
Tape dispenser (Blue),Unknown,Each,Each,Unknown,20,10,False,"20,000","32,00","47,84",1.000,15,2,2021-11-21 02:28:05.796154,2199-12-31 00:00:00.000000
Tape dispenser (Red),Gray,Each,Each,Unknown,20,10,False,"20,000","32,00","47,84",1.000,16,2,2021-11-21 02:28:05.797735,2199-12-31 00:00:00.000000
Tape dispenser (Black),Gray,Each,Each,Unknown,20,10,False,"20,000","32,00","47,84",1.000,17,2,2021-11-21 02:28:05.799229,2199-12-31 00:00:00.000000
Red and white urgent  heavy despatch tape  48mmx100m,Gray,Each,Each,48mmx100m,14,24,False,"14,000","4,10","6,13",.700,18,2,2021-11-21 02:28:05.801076,2199-12-31 00:00:00.000000
Red and white urgent despatch tape 48mmx75m,Green,Each,Each,48mmx75m,14,24,False,"14,000","3,70","5,53",.500,19,2,2021-11-21 02:28:05.802971,2199-12-31 00:00:00.000000
Black and yellow heavy despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,False,"14,000","4,10","6,13",.700,20,2,2021-11-21 02:28:05.805599,2199-12-31 00:00:00.000000
Black and yellow heavy despatch tape  48mmx75m,Green,Each,Each,48mmx75m,14,24,False,"14,000","3,70","5,53",.500,21,2,2021-11-21 02:28:05.807307,2199-12-31 00:00:00.000000
Black and orange this way up despatch tape  48mmx100m,Green,Each,Each,48mmx100m,14,24,False,"14,000","4,10","6,13",.700,22,2,2021-11-21 02:28:05.809091,2199-12-31 00:00:00.000000
Black and orange this way up despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,False,"14,000","3,70","5,53",.500,23,2,2021-11-21 02:28:05.810709,2199-12-31 00:00:00.000000
Black and orange handle with care despatch tape  48mmx100m,Unknown,Each,Each,48mmx100m,14,24,False,"14,000","4,10","6,13",.700,24,2,2021-11-21 02:28:05.812285,2199-12-31 00:00:00.000000
Black and orange handle with care despatch tape  48mmx75m,Gray,Each,Each,48mmx75m,14,24,False,"14,000","3,70","5,53",.500,25,2,2021-11-21 02:28:05.813882,2199-12-31 00:00:00.000000
Black and orange glass with care despatch tape  48mmx100m,Gray,Each,Each,48mmx100m,14,24,False,"14,000","4,10","6,13",.700,26,2,2021-11-21 02:28:05.815397,2199-12-31 00:00:00.000000
Black and orange glass with care despatch tape 48mmx75m,Gray,Each,Each,48mmx75m,14,24,False,"14,000","3,70","5,53",.500,27,2,2021-11-21 02:28:05.817255,2199-12-31 00:00:00.000000
Black and orange fragile despatch tape 48mmx100m,Green,Each,Each,48mmx100m,14,36,False,"14,000","4,10","6,13",.700,28,2,2021-11-21 02:28:05.818766,2199-12-31 00:00:00.000000
Black and orange fragile despatch tape 48mmx75m,Green,Each,Each,48mmx75m,14,36,False,"14,000","3,70","5,53",.500,29,2,2021-11-21 02:28:05.820257,2199-12-31 00:00:00.000000
Clear packaging tape 48mmx100m,Green,Each,Each,48mmx100m,14,20,False,"14,000","3,50","5,23",.700,30,2,2021-11-21 02:28:05.821760,2199-12-31 00:00:00.000000
Clear packaging tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,26,False,"14,000","2,90","4,34",.500,31,2,2021-11-21 02:28:05.823275,2199-12-31 00:00:00.000000
3 kg Courier post bag (White) 300x190x95mm,Unknown,Each,Each,300x190x95mm,14,25,False,"14,000",",66",",99",.100,32,2,2021-11-21 02:28:05.824786,2199-12-31 00:00:00.000000
Express post box 5kg (White) 350x280x130mm,Red,Each,Each,350x280x130mm,14,25,False,"14,000",",95","1,42",.200,33,2,2021-11-21 02:28:05.826268,2199-12-31 00:00:00.000000
Shipping carton (Brown) 457x457x457mm,Unknown,Each,Each,457x457x457mm,14,25,False,"14,000","2,10","3,14",.400,34,2,2021-11-21 02:28:05.827799,2199-12-31 00:00:00.000000
Shipping carton (Brown) 356x356x279mm,Red,Each,Each,356x356x279mm,14,25,False,"14,000","2,04","3,05",.300,35,2,2021-11-21 02:28:05.829278,2199-12-31 00:00:00.000000
Shipping carton (Brown) 305x305x305mm,Red,Each,Each,305x305x305mm,14,25,False,"14,000","3,50","5,23",.300,36,2,2021-11-21 02:28:05.830927,2199-12-31 00:00:00.000000
Shipping carton (Brown) 480x270x320mm,Red,Each,Each,480x270x320mm,14,25,False,"14,000","2,74","4,10",.400,37,2,2021-11-21 02:28:05.832440,2199-12-31 00:00:00.000000
Shipping carton (Brown) 457x279x279mm,Red,Each,Each,457x279x279mm,14,25,False,"14,000","1,28","1,91",.400,38,2,2021-11-21 02:28:05.833916,2199-12-31 00:00:00.000000
Shipping carton (Brown) 356x229x229mm,Red,Each,Each,356x229x229mm,14,25,False,"14,000","1,14","1,70",.400,39,2,2021-11-21 02:28:05.835477,2199-12-31 00:00:00.000000
Shipping carton (Brown) 279x254x217mm,Red,Each,Each,279x254x217mm,14,25,False,"14,000","1,11","1,66",.300,40,2,2021-11-21 02:28:05.836989,2199-12-31 00:00:00.000000
Shipping carton (Brown) 229x229x229mm,Unknown,Each,Each,229x229x229mm,14,25,False,"14,000","1,05","1,57",.300,41,2,2021-11-21 02:28:05.838509,2199-12-31 00:00:00.000000
Shipping carton (Brown) 500x310x310mm,Unknown,Each,Each,500x310x310mm,14,25,False,"14,000","2,55","3,81",.400,42,2,2021-11-21 02:28:05.840057,2199-12-31 00:00:00.000000
Shipping carton (Brown) 413x285x187mm,Unknown,Each,Each,413x285x187mm,14,25,False,"14,000","1,05","1,57",.300,43,2,2021-11-21 02:28:05.841586,2199-12-31 00:00:00.000000
Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,1.5m,14,1,False,"14,000","240,00","358,80",10.000,44,2,2021-11-21 02:28:05.843098,2199-12-31 00:00:00.000000
Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,1.5m,14,1,False,"14,000","240,00","358,80",10.000,45,2,2021-11-21 02:28:05.844657,2199-12-31 00:00:00.000000
Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,1.5m,14,1,False,"14,000","240,00","358,80",10.000,46,2,2021-11-21 02:28:05.846161,2199-12-31 00:00:00.000000
32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,False,"14,000","105,00","156,98",10.000,47,2,2021-11-21 02:28:05.847704,2199-12-31 00:00:00.000000
32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,False,"14,000","48,00","71,76",6.000,48,2,2021-11-21 02:28:05.849205,2199-12-31 00:00:00.000000
32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,False,"14,000","32,00","47,84",5.000,49,2,2021-11-21 02:28:05.850716,2199-12-31 00:00:00.000000
20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,False,"14,000","102,00","152,49",10.000,50,2,2021-11-21 02:28:05.852206,2199-12-31 00:00:00.000000
20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,False,"14,000","45,00","67,28",6.000,51,2,2021-11-21 02:28:05.853718,2199-12-31 00:00:00.000000
20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,False,"14,000","29,00","43,36",5.000,52,2,2021-11-21 02:28:05.855225,2199-12-31 00:00:00.000000
10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,False,"14,000","99,00","148,01",10.000,53,2,2021-11-21 02:28:05.856740,2199-12-31 00:00:00.000000
10 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,False,"14,000","42,00","62,79",6.000,54,2,2021-11-21 02:28:05.858199,2199-12-31 00:00:00.000000
10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,False,"14,000","26,00","38,87",5.000,55,2,2021-11-21 02:28:05.859710,2199-12-31 00:00:00.000000
32 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,False,"14,000","112,00","167,44",10.000,56,2,2021-11-21 02:28:05.861692,2199-12-31 00:00:00.000000
32 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,False,"14,000","37,00","55,32",6.000,57,2,2021-11-21 02:28:05.863653,2199-12-31 00:00:00.000000
32 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,False,"14,000","22,00","32,89",5.000,58,2,2021-11-21 02:28:05.865412,2199-12-31 00:00:00.000000
20 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,False,"14,000","108,00","161,46",10.000,59,2,2021-11-21 02:28:05.867043,2199-12-31 00:00:00.000000
20 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,False,"14,000","33,00","49,34",6.000,60,2,2021-11-21 02:28:05.868626,2199-12-31 00:00:00.000000
20 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,False,"14,000","18,00","26,91",5.000,61,2,2021-11-21 02:28:05.870178,2199-12-31 00:00:00.000000
10 mm Double sided bubble wrap 50m,Green,Each,Each,50m,14,10,False,"14,000","105,00","156,98",10.000,62,2,2021-11-21 02:28:05.871671,2199-12-31 00:00:00.000000
10 mm Double sided bubble wrap 20m,Green,Each,Each,20m,14,10,False,"14,000","30,00","44,85",6.000,63,2,2021-11-21 02:28:05.873158,2199-12-31 00:00:00.000000
10 mm Double sided bubble wrap 10m,Green,Each,Each,10m,14,10,False,"14,000","15,00","22,43",5.000,64,2,2021-11-21 02:28:05.874608,2199-12-31 00:00:00.000000
Large sized bubblewrap roll 50m,Green,Each,Each,50m,14,10,False,"14,000","24,00","35,88",10.000,65,2,2021-11-21 02:28:05.876073,2199-12-31 00:00:00.000000
Medium sized bubblewrap roll 20m,Green,Each,Each,20m,14,10,False,"14,000","20,00","29,90",6.000,66,2,2021-11-21 02:28:05.877558,2199-12-31 00:00:00.000000
Small sized bubblewrap roll 10m,Green,Each,Each,10m,14,10,False,"14,000","4,50","6,73",5.000,67,2,2021-11-21 02:28:05.879011,2199-12-31 00:00:00.000000
Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,"2,000","16,00","23,92",.250,68,2,2021-11-21 02:28:05.880530,2199-12-31 00:00:00.000000
Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,"2,000","16,00","23,92",.250,69,2,2021-11-21 02:28:05.882051,2199-12-31 00:00:00.000000
Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,"2,000","16,00","23,92",.250,70,2,2021-11-21 02:28:05.883562,2199-12-31 00:00:00.000000
Halloween skull mask (Gray) XL,Gray,Each,Carton,XL,12,12,False,"12,000","18,00","26,91",.300,71,2,2021-11-21 02:28:05.885114,2199-12-31 00:00:00.000000
Halloween skull mask (Gray) L,Gray,Each,Carton,L,12,12,False,"12,000","18,00","26,91",.300,72,2,2021-11-21 02:28:05.886608,2199-12-31 00:00:00.000000
Halloween skull mask (Gray) M,Gray,Each,Carton,M,12,12,False,"12,000","18,00","26,91",.300,73,2,2021-11-21 02:28:05.888129,2199-12-31 00:00:00.000000
Halloween skull mask (Gray) S,Gray,Each,Carton,S,12,12,False,"12,000","18,00","26,91",.300,74,2,2021-11-21 02:28:05.889678,2199-12-31 00:00:00.000000
Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,False,"12,000","18,00","26,91",.300,75,2,2021-11-21 02:28:05.891726,2199-12-31 00:00:00.000000
Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,False,"12,000","18,00","26,91",.300,76,2,2021-11-21 02:28:05.893308,2199-12-31 00:00:00.000000
Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,False,"12,000","18,00","26,91",.300,77,2,2021-11-21 02:28:05.894830,2199-12-31 00:00:00.000000
Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,False,"12,000","18,00","26,91",.300,78,2,2021-11-21 02:28:05.896319,2199-12-31 00:00:00.000000
Furry animal socks (Pink) XL,Unknown,Pair,Packet,XL,12,12,False,"12,000","5,00","7,48",.100,79,2,2021-11-21 02:28:05.897824,2199-12-31 00:00:00.000000
Furry animal socks (Pink) L,Unknown,Pair,Packet,L,12,12,False,"12,000","5,00","7,48",.100,80,2,2021-11-21 02:28:05.899483,2199-12-31 00:00:00.000000
Furry animal socks (Pink) M,Yellow,Pair,Packet,M,12,12,False,"12,000","5,00","7,48",.100,81,2,2021-11-21 02:28:05.900985,2199-12-31 00:00:00.000000
Furry animal socks (Pink) S,Yellow,Pair,Packet,S,12,12,False,"12,000","5,00","7,48",.100,82,2,2021-11-21 02:28:05.902538,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) XL,Yellow,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,83,2,2021-11-21 02:28:05.904031,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) L,Yellow,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,84,2,2021-11-21 02:28:05.905520,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) M,Yellow,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,85,2,2021-11-21 02:28:05.907377,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,86,2,2021-11-21 02:28:05.909249,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,87,2,2021-11-21 02:28:05.911168,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,88,2,2021-11-21 02:28:05.913096,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,89,2,2021-11-21 02:28:05.914984,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,90,2,2021-11-21 02:28:05.916855,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) XL,Gray,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,91,2,2021-11-21 02:28:05.918744,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) L,Gray,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,92,2,2021-11-21 02:28:05.920642,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) M,Gray,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,93,2,2021-11-21 02:28:05.922522,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) S,Gray,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,94,2,2021-11-21 02:28:05.924388,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) XL,Blue,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,95,2,2021-11-21 02:28:05.926222,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) L,Blue,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,96,2,2021-11-21 02:28:05.928086,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) M,Blue,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,97,2,2021-11-21 02:28:05.929923,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) S,Blue,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,98,2,2021-11-21 02:28:05.931747,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,99,2,2021-11-21 02:28:05.934197,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,100,2,2021-11-21 02:28:05.937777,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) M,Blue,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,101,2,2021-11-21 02:28:05.939826,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,102,2,2021-11-21 02:28:05.941796,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) 5XL,Blue,Each,Each,5XL,12,1,False,"12,000","34,00","50,83",.400,103,2,2021-11-21 02:28:05.943808,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) 4XL,Blue,Each,Each,4XL,12,1,False,"12,000","34,00","50,83",.400,104,2,2021-11-21 02:28:05.945853,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) 3XL,Blue,Each,Each,3XL,12,1,False,"12,000","34,00","50,83",.400,105,2,2021-11-21 02:28:05.947845,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) XXL,Blue,Each,Each,XXL,12,1,False,"12,000","30,00","44,85",.350,106,2,2021-11-21 02:28:05.949753,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) XL,Blue,Each,Each,XL,12,1,False,"12,000","30,00","44,85",.350,107,2,2021-11-21 02:28:05.951729,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) L,Blue,Each,Each,L,12,1,False,"12,000","30,00","44,85",.350,108,2,2021-11-21 02:28:05.953615,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) M,Blue,Each,Each,M,12,1,False,"12,000","30,00","44,85",.350,109,2,2021-11-21 02:28:05.955675,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) S,Blue,Each,Each,S,12,1,False,"12,000","25,00","37,38",.300,110,2,2021-11-21 02:28:05.957656,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) XS,Blue,Each,Each,XS,12,1,False,"12,000","25,00","37,38",.300,111,2,2021-11-21 02:28:05.959577,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) XXS,Blue,Each,Each,XXS,12,1,False,"12,000","25,00","37,38",.300,112,2,2021-11-21 02:28:05.961535,2199-12-31 00:00:00.000000
Superhero action jacket (Blue) 3XS,Blue,Each,Each,3XS,12,1,False,"12,000","25,00","37,38",.300,113,2,2021-11-21 02:28:05.963192,2199-12-31 00:00:00.000000
Alien officer hoodie (Black) 5XL,Black,Each,Each,5XL,12,1,False,"12,000","35,00","52,33",.400,114,2,2021-11-21 02:28:05.964808,2199-12-31 00:00:00.000000
Alien officer hoodie (Black) 4XL,Black,Each,Each,4XL,12,1,False,"12,000","35,00","52,33",.400,115,2,2021-11-21 02:28:05.966412,2199-12-31 00:00:00.000000
Alien officer hoodie (Black) 3XL,Black,Each,Each,3XL,12,1,False,"12,000","35,00","52,33",.400,116,2,2021-11-21 02:28:05.968029,2199-12-31 00:00:00.000000
Alien officer hoodie (Black) XXL,Black,Each,Each,XXL,12,1,False,"12,000","35,00","52,33",.400,117,2,2021-11-21 02:28:05.969647,2199-12-31 00:00:00.000000
Alien officer hoodie (Black) XL,Black,Each,Each,XL,12,1,False,"12,000","35,00","52,33",.400,118,2,2021-11-21 02:28:05.971218,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) 7XL,Black,Each,Carton,7XL,7,12,False,"7,000","18,00","26,91",.450,119,2,2021-11-21 02:28:05.972837,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) 6XL,Black,Each,Carton,6XL,7,12,False,"7,000","18,00","26,91",.400,120,2,2021-11-21 02:28:05.974417,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) 5XL,Black,Each,Carton,5XL,7,12,False,"7,000","18,00","26,91",.400,121,2,2021-11-21 02:28:05.976021,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) 4XL,Black,Each,Carton,4XL,7,12,False,"7,000","18,00","26,91",.400,122,2,2021-11-21 02:28:05.977665,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) 3XL,Black,Each,Carton,3XL,7,12,False,"7,000","18,00","26,91",.400,123,2,2021-11-21 02:28:05.979246,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) XXL,Black,Each,Carton,XXL,7,12,False,"7,000","18,00","26,91",.400,124,2,2021-11-21 02:28:05.980857,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) XL,Black,Each,Carton,XL,7,12,False,"7,000","18,00","26,91",.350,125,2,2021-11-21 02:28:05.982435,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) L,Black,Each,Carton,L,7,12,False,"7,000","18,00","26,91",.350,126,2,2021-11-21 02:28:05.984043,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) M,Black,Each,Carton,M,7,12,False,"7,000","18,00","26,91",.350,127,2,2021-11-21 02:28:05.985633,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) S,Black,Each,Carton,S,7,12,False,"7,000","18,00","26,91",.300,128,2,2021-11-21 02:28:05.987252,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) XS,Black,Each,Carton,XS,7,12,False,"7,000","18,00","26,91",.250,129,2,2021-11-21 02:28:05.988830,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) XXS,Black,Each,Carton,XXS,7,12,False,"7,000","18,00","26,91",.250,130,2,2021-11-21 02:28:05.990446,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (Black) 3XS,Black,Each,Carton,3XS,7,12,False,"7,000","18,00","26,91",.250,131,2,2021-11-21 02:28:05.992054,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) 7XL,White,Each,Carton,7XL,7,12,False,"7,000","18,00","26,91",.450,132,2,2021-11-21 02:28:05.993641,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) 6XL,White,Each,Carton,6XL,7,12,False,"7,000","18,00","26,91",.400,133,2,2021-11-21 02:28:05.995241,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) 5XL,White,Each,Carton,5XL,7,12,False,"7,000","18,00","26,91",.400,134,2,2021-11-21 02:28:05.996797,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) 4XL,White,Each,Carton,4XL,7,12,False,"7,000","18,00","26,91",.400,135,2,2021-11-21 02:28:05.998552,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) 3XL,White,Each,Carton,3XL,7,12,False,"7,000","18,00","26,91",.400,136,2,2021-11-21 02:28:06.000156,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) XXL,White,Each,Carton,XXL,7,12,False,"7,000","18,00","26,91",.400,137,2,2021-11-21 02:28:06.001851,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) XL,White,Each,Carton,XL,7,12,False,"7,000","18,00","26,91",.350,138,2,2021-11-21 02:28:06.003474,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) L,White,Each,Carton,L,7,12,False,"7,000","18,00","26,91",.350,139,2,2021-11-21 02:28:06.005107,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) M,White,Each,Carton,M,7,12,False,"7,000","18,00","26,91",.350,140,2,2021-11-21 02:28:06.006705,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) S,White,Each,Carton,S,7,12,False,"7,000","18,00","26,91",.300,141,2,2021-11-21 02:28:06.008663,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) XS,White,Each,Carton,XS,7,12,False,"7,000","18,00","26,91",.250,142,2,2021-11-21 02:28:06.010229,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) XXS,White,Each,Carton,XXS,7,12,False,"7,000","18,00","26,91",.250,143,2,2021-11-21 02:28:06.011870,2199-12-31 00:00:00.000000
The Gu red shirt XML tag t-shirt (White) 3XS,White,Each,Carton,3XS,7,12,False,"7,000","18,00","26,91",.250,144,2,2021-11-21 02:28:06.013487,2199-12-31 00:00:00.000000
Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,"14,000","345,00","515,78",21.000,145,2,2021-11-21 02:28:06.015106,2199-12-31 00:00:00.000000
Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,"14,000","285,00","426,08",18.000,146,2,2021-11-21 02:28:06.016742,2199-12-31 00:00:00.000000
Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,"14,000","285,00","426,08",18.000,147,2,2021-11-21 02:28:06.018409,2199-12-31 00:00:00.000000
Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,148,2,2021-11-21 02:28:06.019993,2199-12-31 00:00:00.000000
Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,149,2,2021-11-21 02:28:06.021587,2199-12-31 00:00:00.000000
Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,150,2,2021-11-21 02:28:06.023226,2199-12-31 00:00:00.000000
Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,151,2,2021-11-21 02:28:06.024913,2199-12-31 00:00:00.000000
Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,152,2,2021-11-21 02:28:06.026571,2199-12-31 00:00:00.000000
Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,153,2,2021-11-21 02:28:06.028168,2199-12-31 00:00:00.000000
RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,"14,000","45,00","67,28",1.800,154,2,2021-11-21 02:28:06.029793,2199-12-31 00:00:00.000000
